ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
652,Pascoe Vale,16 Hayes Pde,5,h,950000,VB,Nelson,10/12/16,9.9,3044,5,2,2,705,166,1950,Moreland,-37.7328,144.9281,Northern Metropolitan,7485
653,Pascoe Vale,22 Derby St,3,h,835000,PI,Nelson,12/11/16,9.9,3044,3,1,2,422,132,1950,Moreland,-37.7337,144.9458,Northern Metropolitan,7485
654,Pascoe Vale,2/60 Bolingbroke St,2,u,485000,S,Brad,13/8/16,9.9,3044,2,1,1,139,74,1975,Moreland,-37.7315,144.9301,Northern Metropolitan,7485
655,Pascoe Vale,12 Northumberland Rd,3,h,815000,S,Nelson,15/10/16,9.9,3044,3,1,2,628,,,Moreland,-37.7295,144.9316,Northern Metropolitan,7485
656,Pascoe Vale,8/16 Pascoe St,3,t,430000,VB,Trimson,18/6/16,9.9,3044,3,2,1,146,106,2006,Moreland,-37.7152,144.9346,Northern Metropolitan,7485
657,Pascoe Vale,6 Olive Gr,4,h,780000,VB,Brad,19/11/16,9.9,3044,4,1,1,556,,,Moreland,-37.7289,144.9412,Northern Metropolitan,7485
658,Pascoe Vale,30 Downs St,2,t,550500,S,Nelson,22/5/16,9.9,3044,2,1,2,135,100,2012,Moreland,-37.7242,144.9411,Northern Metropolitan,7485
659,Pascoe Vale,95 Essex St,4,h,985000,SP,Ray,25/2/17,9.9,3044,4,2,2,511,182,2007,Moreland,-37.7268,144.9401,Northern Metropolitan,7485
660,Pascoe Vale,251 Gaffney St,4,h,820000,VB,hockingstuart,25/2/17,9.9,3044,4,1,1,420,,,Moreland,-37.7326,144.9475,Northern Metropolitan,7485
661,Pascoe Vale,272 Sussex St,3,h,670000,S,hockingstuart,25/2/17,9.9,3044,3,1,1,596,145,1949,Moreland,-37.721,144.9514,Northern Metropolitan,7485
662,Pascoe Vale,58 Cumberland Rd,2,h,720000,SP,hockingstuart,27/11/16,9.9,3044,2,1,1,428,,,Moreland,-37.7333,144.9384,Northern Metropolitan,7485
663,Pascoe Vale,73 Park St,4,h,910000,PI,Brad,27/11/16,9.9,3044,4,2,0,934,,,Moreland,-37.7232,144.923,Northern Metropolitan,7485
664,Port Melbourne,802/127 Beach St,2,u,1250000,VB,hockingstuart,4/3/17,3.8,3207,2,2,2,0,,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648
665,Port Melbourne,89 Cruikshank St,3,h,1470000,S,Marshall,4/6/16,3.8,3207,3,1,0,153,109,1880,Port Phillip,-37.8382,144.9469,Southern Metropolitan,8648
666,Port Melbourne,175 Farrell St,2,h,1234500,S,hockingstuart,4/6/16,3.8,3207,3,1,0,183,185,,Port Phillip,-37.8329,144.9375,Southern Metropolitan,8648
667,Port Melbourne,255 Ross St,4,h,1820000,S,Marshall,7/11/16,3.8,3207,4,2,1,212,158,1900,Melbourne,-37.8331,144.9412,Southern Metropolitan,8648
668,Port Melbourne,44 Cruikshank St,2,h,1350000,S,RT,10/9/16,3.8,3207,2,1,1,195,94,1900,Melbourne,-37.8395,144.9462,Southern Metropolitan,8648
669,Port Melbourne,133/95 Rouse St,2,u,1070000,S,RT,10/9/16,3.8,3207,2,2,1,0,,2003,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
670,Port Melbourne,8 Garton St,2,h,1080000,S,Scott,12/11/16,3.8,3207,2,1,0,105,70,1910,Port Phillip,-37.8338,144.9474,Southern Metropolitan,8648
671,Port Melbourne,205 Heath St,2,h,1115000,S,Chisholm,12/11/16,3.8,3207,2,1,0,120,76,1900,Port Phillip,-37.8322,144.947,Southern Metropolitan,8648
672,Port Melbourne,29 Alfred St,2,h,825000,S,Chisholm,14/5/16,3.8,3207,2,1,0,111,,,Port Phillip,-37.835,144.9373,Southern Metropolitan,8648
673,Port Melbourne,34 Bridge St,2,h,875000,S,Cayzer,18/6/16,3.8,3207,2,1,1,95,,,Melbourne,-37.8381,144.9465,Southern Metropolitan,8648
674,Port Melbourne,410/54 Nott St,2,u,520000,S,hockingstuart,22/5/16,3.8,3207,1,1,1,0,70,2005,Port Phillip,-37.8407,144.9389,Southern Metropolitan,8648
675,Port Melbourne,405/1 Danks St W,1,u,470000,SP,LITTLE,22/8/16,3.8,3207,1,1,1,0,62,2000,Port Phillip,-37.8436,144.944,Southern Metropolitan,8648
676,Port Melbourne,403/99 Nott St,1,u,455500,S,hockingstuart,24/9/16,3.8,3207,1,1,1,0,,2002,Melbourne,-37.8405,144.9385,Southern Metropolitan,8648
677,Port Melbourne,1001/107 Beach St,3,u,2460000,S,Marshall,27/11/16,3.8,3207,3,2,2,5042,102,1995,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648
678,Port Melbourne,126 Heath St,3,h,3705000,S,Greg,27/11/16,3.8,3207,3,2,2,214,241,2014,Port Phillip,-37.8341,144.9458,Southern Metropolitan,8648
679,Port Melbourne,56/15 Beach St,2,u,900000,S,Marshall,28/5/16,3.8,3207,2,1,2,0,94,1997,Port Phillip,-37.8426,144.9398,Southern Metropolitan,8648
680,Prahran,20a Percy St,2,h,950000,PI,hockingstuart,3/9/16,4.5,3181,2,1,1,88,121,2000,Stonnington,-37.8503,144.9913,Southern Metropolitan,7717
681,Prahran,10/4 Rae Ct,1,u,500500,S,Biggin,4/3/17,4.5,3181,1,1,1,0,64,1945,Stonnington,-37.857,145.0027,Southern Metropolitan,7717
682,Prahran,4/10 Williams Rd,2,u,585000,PI,Biggin,10/9/16,4.5,3181,2,1,1,0,87,1960,Stonnington,-37.8581,145.0017,Southern Metropolitan,7717
683,Prahran,5/60 Chomley St,2,u,473000,S,Jellis,14/5/16,4.5,3181,2,1,1,0,,,Stonnington,-37.8559,145.006,Southern Metropolitan,7717
684,Prahran,2 McMicken La,2,h,1200000,S,Marshall,15/10/16,4.5,3181,2,3,1,91,,,Stonnington,-37.853,145.0069,Southern Metropolitan,7717
685,Prahran,2/261 Dandenong Rd,2,u,570000,VB,hockingstuart,18/3/17,4.5,3181,2,1,1,0,78,2004,Stonnington,-37.8588,145.0024,Southern Metropolitan,7717
686,Prahran,19 Chatsworth Rd,3,h,2385000,PI,Marshall,27/11/16,4.5,3181,3,2,2,217,,1900,Stonnington,-37.8523,145.0064,Southern Metropolitan,7717
687,Prahran,5/327 Dandenong Rd,2,u,681000,S,Geoff,27/11/16,4.5,3181,2,2,1,0,95,1995,Stonnington,-37.8598,145.0097,Southern Metropolitan,7717
688,Preston,5 Kendall St,3,h,1265000,S,hockingstuart/Barry,4/3/17,8.8,3072,3,2,1,465,,,Darebin,-37.7471,144.9877,Northern Metropolitan,14577
689,Preston,7 Kenneth St,3,h,1100000,PI,Love,4/3/17,8.8,3072,3,2,3,490,130,,Darebin,-37.7413,145.0203,Northern Metropolitan,14577
690,Preston,91 Bruce St,3,h,1150000,S,hockingstuart,7/11/16,8.8,3072,3,1,2,566,143,1910,Darebin,-37.7418,144.9934,Northern Metropolitan,14577
691,Preston,90 Murray Rd,2,h,799900,SP,Love,10/12/16,8.8,3072,2,1,2,460,,,Darebin,-37.7397,145.0209,Northern Metropolitan,14577
692,Preston,1/61 Eton St,3,h,485000,PI,Barry,12/11/16,8.8,3072,3,1,1,244,,,Darebin,-37.7444,145.0202,Northern Metropolitan,14577
693,Preston,4/55 Regent St,2,u,530000,S,Nelson,15/10/16,8.8,3072,2,1,1,106,74,1970,Darebin,-37.7306,144.9993,Northern Metropolitan,14577
694,Preston,37 Kendall St,3,h,930000,S,Nelson,17/9/16,8.8,3072,3,1,2,468,,,Darebin,-37.7468,144.9846,Northern Metropolitan,14577
695,Preston,1 Bellarine St,4,h,1400000,VB,Jellis,18/3/17,8.8,3072,4,2,2,559,217,1925,Darebin,-37.7347,144.9966,Northern Metropolitan,14577
696,Preston,3/9 Cormac St,2,t,660000,S,Harcourts,18/3/17,8.8,3072,2,1,1,113,90,2013,Darebin,-37.7479,145.0153,Northern Metropolitan,14577
697,Preston,198 Raglan St,2,h,910000,SP,Nelson,18/3/17,8.8,3072,2,2,1,352,103,1950,Darebin,-37.7495,145.0092,Northern Metropolitan,14577
698,Preston,246 Murray Rd,3,h,810000,SP,Barry,18/6/16,8.8,3072,2,1,1,421,97,1930,Darebin,-37.738,145.0064,Northern Metropolitan,14577
699,Preston,2/39 Dean St,3,h,670000,VB,Jellis,19/11/16,8.8,3072,3,1,2,271,,,Darebin,-37.7353,145.0172,Northern Metropolitan,14577
700,Preston,342 Gilbert Rd,4,h,1315000,S,Barry,19/11/16,8.8,3072,4,3,2,836,,1941,Darebin,-37.7379,144.9903,Northern Metropolitan,14577
701,Preston,1/46 Tyler St,2,h,520000,S,Barry,25/2/17,8.8,3072,2,1,2,178,,2012,Darebin,-37.7331,145.0341,Northern Metropolitan,14577
702,Preston,16 Swallow St,3,h,1000000,S,Barry,26/7/16,8.8,3072,4,1,2,621,,,Darebin,-37.7415,145.0084,Northern Metropolitan,14577
703,Preston,192 Murray Rd,3,h,821000,S,Love,27/11/16,8.8,3072,3,1,2,396,,,Darebin,-37.7385,145.0103,Northern Metropolitan,14577
704,Preston,329 Plenty Rd,3,h,900000,VB,Nelson,28/5/16,8.8,3072,3,1,2,560,,1950,Darebin,-37.7418,145.0089,Northern Metropolitan,14577
705,Preston,17 Tynan St,4,h,1615000,S,Barry,28/5/16,8.8,3072,3,2,3,890,,,Darebin,-37.7345,144.9891,Northern Metropolitan,14577
706,Reservoir,10 Zinnia St,3,h,502500,S,Ray,6/8/16,11.2,3073,2,1,2,491,,,Darebin,-37.7152,144.9823,Northern Metropolitan,21650
707,Reservoir,14/696 Plenty Rd,2,u,270000,VB,hockingstuart,7/11/16,11.2,3073,2,1,1,0,,,Darebin,-37.7304,145.0158,Northern Metropolitan,21650
708,Reservoir,1a Fordham Rd,2,u,468000,S,Ray,8/10/16,11.2,3073,3,2,2,234,,,Darebin,-37.7172,145.016,Northern Metropolitan,21650
709,Reservoir,3/14 MacK St,3,t,592000,S,Ray,8/10/16,11.2,3073,3,1,1,270,160,2016,Darebin,-37.702,145.0148,Northern Metropolitan,21650
710,Reservoir,11a Oconnor St,2,h,611000,S,Barry,8/10/16,11.2,3073,2,1,2,379,,,Darebin,-37.7108,145.0048,Northern Metropolitan,21650
711,Reservoir,3 Colthur St,3,h,650000,SP,Nelson,10/9/16,11.2,3073,3,1,3,620,114,1960,Darebin,-37.7099,144.9938,Northern Metropolitan,21650
712,Reservoir,6/13 Fyfe St,2,t,416000,S,Ray,10/9/16,11.2,3073,2,1,1,159,70,2000,Darebin,-37.7059,145.0115,Northern Metropolitan,21650
713,Reservoir,15 Glenvale Rd,3,h,610000,VB,Barry,10/9/16,11.2,3073,3,1,2,492,,,Darebin,-37.7205,144.9872,Northern Metropolitan,21650
714,Reservoir,146 North Rd,3,h,812000,S,Ray,12/6/16,11.2,3073,3,1,2,696,,1950,Darebin,-37.7223,145.0126,Northern Metropolitan,21650
715,Reservoir,60 Powell St,3,h,830000,S,Ray,14/5/16,11.2,3073,1,1,1,509,,1928,Darebin,-37.7261,144.9983,Northern Metropolitan,21650
716,Reservoir,13 Clements Gr,2,h,635000,SP,Ray,15/10/16,11.2,3073,2,2,2,654,,,Darebin,-37.7134,145.0235,Northern Metropolitan,21650
717,Reservoir,2/963 High St,2,u,323000,S,Nelson,16/4/16,11.2,3073,2,1,1,0,65,1960,Darebin,-37.7093,145.0084,Northern Metropolitan,21650
718,Reservoir,39 Mason St,4,h,786000,S,Nelson,16/4/16,11.2,3073,4,3,1,595,174,2013,Darebin,-37.7283,145.0072,Northern Metropolitan,21650
719,Reservoir,4/7 Pershing St,2,u,390000,VB,Nelson,16/4/16,11.2,3073,2,1,1,122,74,1980,Darebin,-37.7261,144.9961,Northern Metropolitan,21650
720,Reservoir,79 Darebin Bvd,3,h,622500,S,Ray,17/9/16,11.2,3073,3,1,1,456,94,1960,Darebin,-37.7038,145.0281,Northern Metropolitan,21650
721,Reservoir,75 Cheddar Rd,3,h,800000,PI,Stockdale,18/3/17,11.2,3073,3,1,1,858,,,Darebin,-37.7075,145.0136,Northern Metropolitan,21650
722,Reservoir,12 Kinkora Rd,3,h,885000,S,hockingstuart,18/3/17,11.2,3073,3,1,2,518,,,Darebin,-37.7303,145.0171,Northern Metropolitan,21650
723,Reservoir,3/141 Hickford St,2,u,352000,S,Stockdale,19/11/16,11.2,3073,2,1,1,0,,1970,Darebin,-37.703,145.014,Northern Metropolitan,21650
724,Reservoir,30 Boldrewood Pde,3,h,670500,S,Nelson,22/8/16,11.2,3073,3,1,2,654,,,Darebin,-37.7229,145.0225,Northern Metropolitan,21650
725,Reservoir,2/7 Colthur St,3,u,475000,SP,Barry,22/8/16,11.2,3073,3,1,2,521,100,2010,Darebin,-37.7097,144.9912,Northern Metropolitan,21650
726,Reservoir,4/32 Crookston Rd,2,u,440000,SP,Barry,22/8/16,11.2,3073,2,1,1,153,87,2007,Darebin,-37.7098,145.0211,Northern Metropolitan,21650
727,Reservoir,2/2 Elsey Rd,2,u,525000,S,Harcourts,23/4/16,11.2,3073,3,1,2,284,,2014,Darebin,-37.705,145.0152,Northern Metropolitan,21650
728,Reservoir,906 High St,3,h,700000,S,Nelson,24/9/16,11.2,3073,3,1,1,621,,1950,Darebin,-37.7195,145.0074,Northern Metropolitan,21650
729,Reservoir,33 Edwardes St,3,h,810000,S,Barry,25/2/17,11.2,3073,3,2,3,486,,,Darebin,-37.7164,145.0048,Northern Metropolitan,21650
730,Reservoir,273 Mahoneys Rd,3,h,601000,S,Love,25/2/17,11.2,3073,3,1,2,460,102,1965,Darebin,-37.6917,144.9755,Northern Metropolitan,21650
731,Reservoir,103 McMahon Rd,2,h,772000,S,Ray,25/2/17,11.2,3073,2,1,1,0,,,Darebin,-37.7106,145.0138,Northern Metropolitan,21650
732,Reservoir,1 Harmer St,4,h,885000,S,hockingstuart,26/7/16,11.2,3073,4,2,3,936,262,1985,Darebin,-37.7021,145.0178,Northern Metropolitan,21650
733,Reservoir,42 Kingsley Rd,3,h,815000,S,Nelson,26/7/16,11.2,3073,3,1,2,550,557,1965,Darebin,-37.7208,144.9887,Northern Metropolitan,21650
734,Reservoir,1/14 Ludeman Ct,2,u,433000,S,Ray,27/6/16,11.2,3073,2,1,1,236,72,2012,Darebin,-37.6984,144.9997,Northern Metropolitan,21650
735,Reservoir,10 Dumbarton St,3,h,851000,S,Barry,27/11/16,11.2,3073,3,1,1,826,101,1960,Darebin,-37.7013,145.0244,Northern Metropolitan,21650
736,Reservoir,657 Gilbert Rd,3,h,777000,S,Nelson,27/11/16,11.2,3073,3,1,2,480,,,Darebin,-37.7265,144.9918,Northern Metropolitan,21650
737,Reservoir,17 Steane St,5,h,820000,SP,hockingstuart,27/11/16,11.2,3073,5,2,2,737,150,,Darebin,-37.7306,145.0242,Northern Metropolitan,21650
738,Reservoir,12 Nutwood St,5,h,762500,S,Nelson,28/5/16,11.2,3073,3,2,2,548,285,1990,Darebin,-37.7099,145.0333,Northern Metropolitan,21650
739,Reservoir,39 Shand Rd,2,h,730000,VB,Ray,28/8/16,11.2,3073,2,1,2,637,,,Darebin,-37.7207,145.0196,Northern Metropolitan,21650
740,Richmond,24 Butler St,2,h,937000,S,Biggin,3/9/16,2.6,3121,2,1,1,125,103,1950,Yarra,-37.8106,144.994,Northern Metropolitan,14949
741,Richmond,81 Erin St,3,h,1260000,S,Biggin,3/9/16,2.6,3121,2,1,0,203,81,1900,Yarra,-37.8166,144.9945,Northern Metropolitan,14949
742,Richmond,52 Lyndhurst St,3,t,1236000,S,Jellis,3/9/16,2.6,3121,3,2,1,675,,,Yarra,-37.8206,145.0003,Northern Metropolitan,14949
743,Richmond,7 Bank St,3,h,1600000,S,hockingstuart,3/12/16,2.6,3121,3,2,1,115,,,Yarra,-37.8163,144.9984,Northern Metropolitan,14949
744,Richmond,502/39 Bosisto St,1,u,437500,SP,Biggin,4/3/17,2.6,3121,1,1,1,778,,2013,Yarra,-37.8177,144.9972,Northern Metropolitan,14949
745,Richmond,101/18 Tanner St,2,u,635000,S,Biggin,4/3/17,2.6,3121,2,2,1,2740,76,2003,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
746,Richmond,21 Gardner St,3,h,1152500,S,Biggin,6/8/16,2.6,3121,3,2,1,78,,,Yarra,-37.8154,145.0061,Northern Metropolitan,14949
747,Richmond,53/69 Palmer St,2,u,815000,S,Jellis,7/11/16,2.6,3121,2,2,2,0,,,Yarra,-37.8187,145.0079,Northern Metropolitan,14949
748,Richmond,6/33 Goodwood St,2,u,512000,S,Marshall,10/9/16,2.6,3121,2,1,1,0,61,1970,Yarra,-37.8198,144.996,Northern Metropolitan,14949
749,Richmond,26 Thomas St,3,h,1346000,S,Biggin,10/12/16,2.6,3121,3,1,0,187,,,Yarra,-37.8169,144.996,Northern Metropolitan,14949
750,Richmond,9/13 Manton St,2,u,530000,S,Biggin,13/8/16,2.6,3121,2,1,1,0,,1965,Yarra,-37.8236,145.009,Northern Metropolitan,14949
751,Richmond,77 Buckingham St,3,h,1182000,S,Biggin,14/5/16,2.6,3121,3,1,1,199,110,1920,Yarra,-37.8139,145.0039,Northern Metropolitan,14949
752,Richmond,3 Portland St,3,h,3020000,S,Jellis,14/5/16,2.6,3121,3,2,2,389,,,Yarra,-37.8214,144.9951,Northern Metropolitan,14949
753,Richmond,42 Hunter St,2,h,860000,S,Biggin,15/10/16,2.6,3121,2,2,0,74,95,2000,Yarra,-37.8207,145.0053,Northern Metropolitan,14949
754,Richmond,30 Highett St,4,h,3001000,S,Biggin,16/4/16,2.6,3121,2,3,1,544,241,1920,Yarra,-37.8152,144.9922,Northern Metropolitan,14949
755,Richmond,215 Burnley St,2,h,912000,S,Collins,16/7/16,2.6,3121,2,1,2,204,,,Yarra,-37.821,145.0082,Northern Metropolitan,14949
756,Richmond,117 Lord St,2,h,1088000,S,Biggin,17/9/16,2.6,3121,2,1,0,158,,,Yarra,-37.8239,145.0045,Northern Metropolitan,14949
757,Richmond,83 Buckingham St,2,h,1035000,S,Marshall,18/3/17,2.6,3121,2,1,0,100,,,Yarra,-37.8139,145.0042,Northern Metropolitan,14949
758,Richmond,21A Kent St,2,t,842000,S,Jellis,18/3/17,2.6,3121,2,2,1,0,2,,Yarra,-37.8145,145.0014,Northern Metropolitan,14949
759,Richmond,9 Type St,4,h,1510000,PI,Biggin,18/3/17,2.6,3121,4,2,0,0,171,1900,Yarra,-37.8206,145.0099,Northern Metropolitan,14949
760,Richmond,10/200 Brighton St,2,u,646000,S,Woodards,19/11/16,2.6,3121,2,1,1,0,70,1993,Yarra,-37.8333,144.998,Northern Metropolitan,14949
761,Richmond,31/15 River Bvd,2,u,750000,S,Biggin,22/5/16,2.6,3121,2,2,1,0,104,2000,Yarra,-37.8128,145.0133,Northern Metropolitan,14949
762,Richmond,8 Neptune St,2,h,965000,S,Biggin,22/8/16,2.6,3121,2,1,0,158,,1900,Yarra,-37.8201,145.007,Northern Metropolitan,14949
763,Richmond,211/18 Tanner St,1,u,450000,SP,RT,22/8/16,2.6,3121,1,1,1,0,,,Yarra,-37.8231,144.9906,Northern Metropolitan,14949
764,Richmond,2 Francis St,3,h,1032000,S,Biggin,24/9/16,2.6,3121,3,1,0,128,,,Yarra,-37.8198,145.0026,Northern Metropolitan,14949
765,Richmond,3 Jika Pl,3,h,915000,S,hockingstuart,24/9/16,2.6,3121,4,3,1,140,,,Yarra,-37.8148,144.9912,Northern Metropolitan,14949
766,Richmond,3/77 River St,3,u,791500,S,Biggin,24/9/16,2.6,3121,3,2,2,0,104,2005,Yarra,-37.8189,145.0131,Northern Metropolitan,14949
767,Richmond,1/7 Sanders Pl,3,t,1582000,S,Jellis,25/2/17,2.6,3121,3,3,2,119,184,2005,Yarra,-37.8278,144.9984,Northern Metropolitan,14949
768,Richmond,1 Hodgson Tce,3,h,1495000,S,Biggin,27/11/16,2.6,3121,3,2,1,159,,,Yarra,-37.8195,144.9974,Northern Metropolitan,14949
769,Richmond,183 Mary St,4,h,1500000,PI,Biggin,28/5/16,2.6,3121,4,2,1,162,89,,Yarra,-37.8252,145.0013,Northern Metropolitan,14949
770,Richmond,29a Abinger St,3,h,1185000,S,hockingstuart,30/7/16,2.6,3121,2,2,1,135,,,Yarra,-37.8202,145.0013,Northern Metropolitan,14949
771,Richmond,5 Union St,3,h,1520000,S,Biggin,30/7/16,2.6,3121,3,1,2,248,100,1900,Yarra,-37.8185,144.9935,Northern Metropolitan,14949
772,Rosanna,166 Rosanna Rd,3,h,620000,VB,Miles,10/12/16,11.4,3084,3,1,0,454,134,1940,Banyule,-37.7449,145.072,Eastern Metropolitan,3540
773,Rosanna,11/77 McCrae Rd,2,h,430000,S,hockingstuart,16/4/16,11.4,3084,2,1,1,164,83,1980,Banyule,-37.7362,145.079,Eastern Metropolitan,3540
774,Rosanna,109 Ellesmere Pde,3,h,1020000,SP,Miles,17/9/16,11.4,3084,3,1,2,927,141,1960,Banyule,-37.7342,145.0658,Eastern Metropolitan,3540
775,Rosanna,23 Silk St,3,h,908000,S,Miles,30/7/16,11.4,3084,3,1,2,692,125,1950,Banyule,-37.7345,145.0753,Eastern Metropolitan,3540
776,Seddon,56 Hamilton St,3,h,1145000,S,Burnham,3/9/16,6.6,3011,3,1,1,350,116,1890,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417
777,Seddon,24/294 Nicholson St,2,u,450000,S,Village,6/8/16,6.6,3011,2,1,2,0,65,1970,Maribyrnong,-37.8087,144.8978,Western Metropolitan,2417
778,Seddon,11 Hotham St,3,h,1395000,SP,Jas,16/4/16,6.6,3011,3,1,2,467,155,1946,Maribyrnong,-37.8093,144.8941,Western Metropolitan,2417
779,Seddon,4 webster St,4,h,1455000,SP,Jas,19/11/16,6.6,3011,4,2,3,571,198,1920,Maribyrnong,-37.809,144.8865,Western Metropolitan,2417
780,Seddon,278 Nicholson St,2,h,701000,PI,Village,30/7/16,6.6,3011,2,1,0,164,,1910,Maribyrnong,-37.8078,144.8979,Western Metropolitan,2417
781,South Melbourne,38 Tribe St,3,h,2633000,S,Marshall,4/3/17,2.1,3205,3,1,0,276,119,1900,Port Phillip,-37.838,144.9489,Southern Metropolitan,5943
782,South Melbourne,144 Cobden St,3,h,1405000,PI,Greg,4/6/16,2.1,3205,3,1,1,181,117,1880,Port Phillip,-37.8365,144.9631,Southern Metropolitan,5943
783,South Melbourne,33 Mountain St,2,h,1150000,S,Greg,7/5/16,2.1,3205,2,1,0,113,,,Port Phillip,-37.8373,144.9493,Southern Metropolitan,5943
784,South Melbourne,119 Park St,2,u,600000,S,Greg,12/11/16,2.1,3205,2,1,1,0,,,Port Phillip,-37.834,144.9665,Southern Metropolitan,5943
785,South Melbourne,203/196 Albert Rd,2,u,1050000,VB,Marshall,17/9/16,2.1,3205,2,2,2,0,122,2001,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943
786,South Melbourne,24 Lyell St,3,h,1250000,VB,Greg,17/9/16,2.1,3205,3,2,1,108,125,1890,Port Phillip,-37.8363,144.9509,Southern Metropolitan,5943
787,South Melbourne,58C Napier St,3,h,770000,S,hockingstuart,18/3/17,2.1,3205,3,2,1,2325,,,Port Phillip,-37.8346,144.9673,Southern Metropolitan,5943
788,South Melbourne,93A Eastern Rd,3,h,891000,S,Greg,19/11/16,2.1,3205,3,2,1,0,,,Port Phillip,-37.8341,144.9661,Southern Metropolitan,5943
789,South Melbourne,46 Cobden St,3,h,1390000,PI,Greg,22/5/16,2.1,3205,3,2,1,138,138,1998,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943
790,South Melbourne,5/182 Albert Rd,1,u,480000,S,hockingstuart,23/4/16,2.1,3205,1,1,1,0,,2004,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943
791,South Melbourne,372 Dorcas St,3,h,2300000,S,RT,24/9/16,2.1,3205,3,2,2,0,260,1877,Port Phillip,-37.8352,144.952,Southern Metropolitan,5943
792,South Melbourne,5/38 Bank St,3,u,742000,SP,Greg,27/11/16,2.1,3205,3,2,2,0,90,2003,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943
793,South Yarra,301/89 River St,2,u,930000,S,hockingstuart,3/9/16,3.3,3141,2,2,2,0,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
794,South Yarra,202/8 Bond St,2,u,850000,PI,Kay,3/12/16,3.3,3141,2,2,2,0,86,2014,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887
795,South Yarra,5/6 Tivoli Pl,2,u,863000,S,hockingstuart,4/3/17,3.3,3141,2,2,1,742,,1950,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887
796,South Yarra,6/176 Walsh St,2,u,680000,S,Jellis,4/3/17,3.3,3141,2,1,1,0,,,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887
797,South Yarra,507/99 River St,1,u,510000,S,Beller,4/6/16,3.3,3141,1,1,1,0,,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
798,South Yarra,2/13 Motherwell St,1,u,465000,S,Biggin,6/8/16,3.3,3141,1,1,1,0,,1970,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887
799,South Yarra,8/99 Osborne St,1,u,409000,S,Castran,7/5/16,3.3,3141,1,1,1,0,45,1970,Stonnington,-37.8414,144.991,Southern Metropolitan,14887
800,South Yarra,26 Fawkner St,2,h,1455000,S,Jellis,8/10/16,3.3,3141,2,1,0,225,94,1890,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887
801,South Yarra,6/97 Osborne St,1,u,380000,S,hockingstuart,10/12/16,3.3,3141,1,1,1,0,41,1980,Stonnington,-37.8415,144.991,Southern Metropolitan,14887
802,South Yarra,33a Clara St,2,h,1500000,S,Castran,12/6/16,3.3,3141,2,1,2,141,,,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887
803,South Yarra,12/219 Williams Rd,1,u,310000,PI,Buxton,12/11/16,3.3,3141,1,1,1,0,40,1950,Stonnington,-37.8444,145.0037,Southern Metropolitan,14887
804,South Yarra,6/432 Punt Rd,2,u,450000,VB,hockingstuart,14/5/16,3.3,3141,2,1,1,0,,,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887
805,South Yarra,7/44 Darling St,2,u,630000,S,Thomson,17/9/16,3.3,3141,2,1,1,0,,,Stonnington,-37.8361,144.9921,Southern Metropolitan,14887
806,South Yarra,21/33 Murphy St,2,u,803000,S,hockingstuart,22/5/16,3.3,3141,2,1,1,0,,,Stonnington,-37.8374,144.9903,Southern Metropolitan,14887
807,South Yarra,21 Ralston St,3,h,906000,S,Jellis,22/5/16,3.3,3141,3,1,0,154,88,1920,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887
808,South Yarra,24/384 Toorak Rd,1,u,367000,S,hockingstuart,22/5/16,3.3,3141,1,1,0,0,42,1950,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887
809,South Yarra,19/47 Rockley Rd,2,u,500000,VB,Abercromby's,22/8/16,3.3,3141,2,1,1,0,73,1980,Stonnington,-37.835,145.0002,Southern Metropolitan,14887
810,South Yarra,1/271 Williams Rd,2,u,660000,S,hockingstuart,27/6/16,3.3,3141,2,1,1,0,,,Stonnington,-37.8414,145.0043,Southern Metropolitan,14887
811,South Yarra,68 Oban St,3,h,2200000,PI,Jellis,27/11/16,3.3,3141,3,2,0,358,238,1915,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887
812,South Yarra,9/210 Domain Rd,2,u,826000,S,Jellis,28/8/16,3.3,3141,2,1,1,0,79,1970,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887
